timestamp,audio_rms_before,audio_rms_after
2025-11-24 16:51:46,0.06706351786851883,0.040342483785480186
2025-11-24 16:53:20,0.021129464730620384,0.027800630894854666
2025-11-24 17:13:28,0.023784218356013298,0.02335563187421139
2025-11-24 17:14:22,0.09061715006828308,0.0678030232825356
2025-11-24 17:37:39,0.02517371065914631,0.039269379544126626
2025-11-24 17:41:10,0.04873077571392059,0.09171412505780709
2025-11-24 17:53:36,0.032171580940485,0.05500192707539712
2025-11-24 17:59:44,0.034389927983284,0.059420535371443636
2025-11-24 18:03:36,0.006362535525113344,0.009932583507673473
2025-11-24 18:10:17,0.015001795254647732,0.028468281098838918
2025-11-24 18:18:51,0.006999393459409475,0.009342794778339426
2025-11-25 18:51:52,0.001268765889108181,0.00030401212739324633
2025-11-25 20:27:08,0.003614119254052639,0.0008236309211934294
2025-11-25 21:06:40,0.06803303211927414,0.013762278033413665
2025-11-25 21:07:55,0.04100415110588074,0.008097194542481886
2025-11-25 21:12:48,0.004348183516412973,0.000827163806184114
2025-11-25 21:13:12,0.054255928844213486,0.010676894823196219
2025-11-25 21:21:26,0.06462472677230835,0.012744811393057182
2025-11-25 21:22:59,0.06592227518558502,0.013602620712647359
2025-11-25 21:24:02,0.04673152416944504,0.00930059807662292
2025-11-25 21:24:57,0.05233452096581459,0.010263061034753884
2025-11-26 07:00:27,0.1030084416270256,0.023844577914943817
2025-11-26 07:03:24,0.1310693472623825,0.026936799031847262
2025-11-26 07:03:46,0.1260896921157837,0.03572052521423116
2025-11-26 07:04:11,0.13672249019145966,0.03163431362609621
2025-11-26 07:05:47,0.17640547454357147,0.03567999560666186
2025-11-26 07:07:42,0.17104962468147278,0.03619821250060843
2025-11-26 09:22:12,1.4618251043430064e-05,8.060071262862118e-06
2025-11-26 09:23:32,0.09759989380836487,0.019174717607551905
2025-11-26 09:25:07,0.00026977132074534893,1.634909014699347e-05
2025-11-26 09:27:51,0.007253818213939667,0.0015895076577462006
2025-11-26 09:31:05,0.23149733245372772,0.057914452147060286
2025-11-29 21:37:49,0.11854138970375061,0.024163375079690918
2025-11-29 21:38:43,0.14341463148593903,0.04958492037828381
2025-12-06 16:39:50,0.11648750305175781,0.042276893968060725
2025-12-06 16:41:52,0.08483213931322098,0.02973119815187457
2025-12-06 16:46:22,0.17179664969444275,0.040672790942815694
2025-12-06 16:46:46,0.05679596960544586,0.02901763547219231
2025-12-06 17:40:43,0.04542090743780136,0.010146371185008466
2025-12-06 17:41:33,0.07479293644428253,0.013532518623344848
2025-12-06 17:47:12,0.013481490314006805,0.007890402444742315
2025-12-06 17:52:18,0.05900668352842331,0.008332089419046559
2025-12-06 17:54:46,0.07084330171346664,0.027788686177269945
2025-12-06 17:57:38,0.2238251268863678,0.08969456747340429
2025-12-06 18:10:13,0.27075836062431335,0.271085695508165
2025-12-06 18:14:36,0.09765129536390305,0.0949914998739089
2025-12-06 18:24:52,0.02440459281206131,0.01697007727639935
2025-12-06 18:28:47,0.01819906197488308,0.01206589436970267
2025-12-06 18:33:03,0.01231621578335762,0.009153918169176723
2025-12-06 18:35:31,0.024656308814883232,0.01708393014185112
2025-12-06 18:36:02,0.011178679764270782,0.008264558406298844
2025-12-06 18:36:51,0.01396530494093895,0.010369691167544628
2025-12-06 18:37:06,0.028894690796732903,0.026047470194707285
2025-12-06 18:44:32,0.015862680971622467,0.011752498862351472
2025-12-06 18:45:12,0.015003805048763752,0.012692361805404924
2025-12-06 18:45:52,0.007821937091648579,0.006603723190868204
2025-12-06 18:46:16,0.01169615238904953,0.00803577823106293
2025-12-06 18:48:56,0.016923947259783745,0.012274810194439836
2025-12-06 18:49:14,0.011598246172070503,0.00894231393747045
2025-12-06 18:50:22,0.007613551802933216,0.007545708688768115
2025-12-06 18:54:01,0.012938630767166615,0.008650523945038513
2025-12-06 18:54:16,0.011394075118005276,0.007235014831842657
2025-12-06 18:57:57,0.007627380546182394,0.0076693614794595775
2025-12-06 18:59:05,0.012018280103802681,0.009335284964445781
2025-12-06 19:03:46,0.009306082502007484,0.006355801838449696
2025-12-06 19:04:01,0.011402783915400505,0.005574903064513628
2025-12-06 19:04:22,0.009437021799385548,0.009443244791805383
2025-12-06 20:04:20,1.4618251043430064e-05,2.0736409911866853e-06
2025-12-06 20:13:30,1.4618251043430064e-05,3.134175558741491e-06
2025-12-06 20:14:06,0.06678885221481323,0.0669078985139367
2025-12-06 20:14:53,0.10595637559890747,0.10614498302912517
2025-12-06 20:15:41,0.17512357234954834,0.1751812936969845
2025-12-06 21:54:14,1.4618251043430064e-05,2.0736409911866853e-06
2025-12-06 21:58:24,0.08359938859939575,0.0834515106291435
2025-12-06 21:59:06,0.029944173991680145,0.02972787027892899
2025-12-06 23:02:55,0.020593661814928055,0.020740071864241285
2025-12-06 23:08:29,0.006194813176989555,0.006238724592391542
2025-12-06 23:18:04,0.00832115113735199,0.007782827883210501
2025-12-06 23:21:16,0.006049049086868763,0.0060372580167667575
2025-12-06 23:21:55,0.010452695190906525,0.008325333551156062
2025-12-06 23:23:25,0.013348393142223358,0.013438529238115147
2025-12-06 23:24:45,0.014004803262650967,0.012236029265490255
2025-12-06 23:26:15,0.0051778750494122505,0.0051844258779784646
2025-12-06 23:26:26,0.005123567301779985,0.004599328677076052
2025-12-06 23:26:37,0.003076626919209957,0.003098165888453809
2025-12-06 23:26:57,0.002907465910539031,0.002584863650208676
2025-12-06 23:30:08,0.06040870398283005,0.05954410922015165
2025-12-06 23:30:33,0.10876180231571198,0.10717317275448468
2025-12-06 23:44:49,0.08100417256355286,0.0807852324766945
2025-12-06 23:49:24,0.05194101482629776,0.039538678134008715
2025-12-06 23:53:19,0.159554123878479,0.08550326669831099
2025-12-06 23:56:11,0.14956513047218323,0.0
2025-12-06 23:56:42,0.264274924993515,0.0
2025-12-06 23:59:23,0.27902403473854065,0.0
2025-12-07 00:01:14,0.26664236187934875,0.0
2025-12-07 00:04:41,0.20358417928218842,0.0
2025-12-07 00:07:46,0.22747750580310822,0.2270786948955634
2025-12-07 00:08:42,0.3567348122596741,0.3563306233791199
2025-12-07 00:09:16,0.15595707297325134,0.15586539651736786
2025-12-07 00:15:26,0.09192007035017014,0.09200817321797056
2025-12-07 00:20:16,0.23885108530521393,0.23920010489391544
2025-12-07 00:21:09,0.3603660464286804,0.36094114716672204
2025-12-07 00:25:43,0.24716678261756897,0.24684745838489638
2025-12-07 00:30:28,0.14776939153671265,0.14763923672967919
2025-12-07 00:32:57,0.0687289908528328,0.06849799872459515
2025-12-07 00:36:03,0.03675325587391853,0.03585181290322135
2025-12-07 00:37:49,0.1088443472981453,0.04239484723109039
2025-12-07 00:39:11,0.07092663645744324,0.0708530897365797
2025-12-07 00:42:09,0.04140068218111992,0.8700216595932507
2025-12-07 00:44:27,0.027193058282136917,0.02709676232763772
2025-12-07 00:49:07,0.045496925711631775,0.04461765469642915
2025-12-07 00:49:44,0.031608711928129196,0.031589036599243336
2025-12-07 00:52:43,0.026755131781101227,0.02671679766097556
2025-12-07 00:53:24,0.039797212928533554,0.03967006146825712
2025-12-07 01:01:06,0.044601015746593475,0.04457457033219222
2025-12-07 01:01:41,0.024596216157078743,0.024581530478679427
2025-12-07 01:02:13,0.0840940847992897,0.08356738973343049
2025-12-07 01:02:48,0.2192208617925644,0.20120992287027573
2025-12-07 01:03:18,0.12777750194072723,0.1261460667556538
2025-12-07 01:05:54,0.14207327365875244,0.13967634931279435
2025-12-07 01:06:43,0.01514788530766964,0.015080855465223827
2025-12-07 01:07:25,0.11446241289377213,0.11300456715882985
2025-12-07 01:09:18,0.1045672744512558,0.10465055571520049
2025-12-07 01:19:32,0.11051145941019058,0.10973030113298851
2025-12-07 01:20:02,0.10823584347963333,0.1073521910615406
